user_id,age,gender,segment
u3490,31,F,music_lover
u1879,29,M,traveler
u8140,21,M,traveler
u5313,26,F,sports_fan
u2680,44,M,music_lover
u8205,35,M,online_shopper
u4130,27,F,traveler
u7601,24,M,online_shopper
u5615,47,M,sports_fan
u5762,22,F,music_lover
u2752,32,M,traveler
u3396,47,F,sports_fan
u3040,43,M,sports_fan
u8075,30,M,online_shopper
u6573,31,M,sports_fan
u4553,42,M,sports_fan
u5736,21,M,music_lover
u6612,23,M,music_lover
u1206,32,F,music_lover
u5598,30,M,sports_fan
u5534,30,M,traveler
u6487,35,F,music_lover
u3568,34,F,traveler
u2815,45,M,sports_fan
u6192,18,F,music_lover
u8592,21,F,traveler
u9851,28,F,music_lover
u5294,42,F,music_lover
u2491,36,F,traveler
u9867,45,F,traveler
u6453,30,M,traveler
u3643,49,F,sports_fan
u8639,33,M,online_shopper
u8999,36,M,online_shopper
u8464,48,F,sports_fan
u1651,32,M,traveler
u8349,45,M,traveler
u2071,29,F,sports_fan
u3314,40,F,online_shopper
u1529,25,F,sports_fan
u8664,44,F,traveler
u5724,39,M,traveler
u8185,18,F,music_lover
u4359,39,F,online_shopper
u1916,25,M,traveler
u9383,22,M,sports_fan
u1448,41,F,sports_fan
u7229,45,M,online_shopper
u8643,18,F,sports_fan
u9677,29,F,online_shopper
u4224,21,M,sports_fan
u7939,49,F,sports_fan
u4168,32,F,traveler
u6060,45,F,online_shopper
u7590,26,F,traveler
u6123,27,F,online_shopper
u7837,38,M,traveler
u8688,30,M,traveler
u7780,27,F,music_lover
u1668,45,F,traveler
u7898,27,M,traveler
u4432,31,F,sports_fan
u4229,36,M,sports_fan
u2299,36,F,online_shopper
u4290,42,F,music_lover
u3831,18,M,online_shopper
u1430,44,F,sports_fan
u9944,39,F,online_shopper
u2358,39,F,sports_fan
u6644,43,M,sports_fan
u5506,49,F,online_shopper
u7833,48,M,sports_fan
u7427,41,M,sports_fan
u8854,47,F,music_lover
u1226,25,F,music_lover
u5080,34,M,sports_fan
u1351,40,F,sports_fan
u3799,27,F,traveler
u5564,18,F,traveler
u9535,25,M,sports_fan
u8911,22,F,music_lover
u4844,19,M,sports_fan
u5757,36,M,music_lover
u2859,44,M,music_lover
u7204,47,M,traveler
u8401,48,F,sports_fan
u5168,42,M,music_lover
u7304,19,F,sports_fan
u7130,37,M,online_shopper
u5191,40,M,online_shopper
u9312,41,M,traveler
u6197,28,F,online_shopper
u6837,20,F,online_shopper
u2286,43,M,sports_fan
u9745,43,M,traveler
u7541,26,M,traveler
u6514,25,M,online_shopper
u6921,49,M,sports_fan
u6226,23,F,sports_fan
u1109,31,F,traveler
u5420,45,M,sports_fan
u7062,25,F,sports_fan
u8609,32,F,traveler
u2606,44,M,sports_fan
u4035,43,F,music_lover
u2177,41,F,traveler
u3480,20,F,online_shopper
u5935,40,F,music_lover
u9124,25,M,music_lover
u9040,45,M,traveler
u4920,39,F,online_shopper
u4333,33,F,traveler
u8012,23,M,sports_fan
u2939,24,M,traveler
u8595,46,F,sports_fan
u6436,30,F,online_shopper
u6712,37,M,traveler
u8735,43,M,online_shopper
u1663,46,M,online_shopper
u9245,48,F,music_lover
u2455,48,M,traveler
u3482,43,M,traveler
u1164,26,F,music_lover
u8369,36,M,online_shopper
u7572,24,F,traveler
u6068,33,F,online_shopper
u4776,42,M,online_shopper
u3083,41,M,traveler
u5640,24,F,online_shopper
u1885,32,M,music_lover
u6047,46,F,online_shopper
u2164,22,F,online_shopper
u5995,19,M,traveler
u6844,46,M,online_shopper
u3090,19,F,online_shopper
u2644,37,F,traveler
u6361,22,F,sports_fan
u5699,29,M,sports_fan
u8021,21,F,online_shopper
u7857,47,M,music_lover
u2623,44,M,traveler
u4989,47,F,traveler
u6110,35,M,sports_fan
u8029,37,M,music_lover
u7936,28,M,sports_fan
u8874,46,F,sports_fan
u7322,38,M,online_shopper
u9870,37,M,traveler
u6221,23,M,online_shopper
u1030,30,M,online_shopper
u4361,43,F,music_lover
u5357,40,M,traveler
u7068,22,M,music_lover
u4913,42,F,music_lover
u8283,46,M,online_shopper
u2018,21,F,sports_fan
u8274,44,M,traveler
u1090,27,M,sports_fan
u6565,19,M,traveler
u1866,44,M,sports_fan
u9795,43,F,online_shopper
u6179,25,M,traveler
u3038,47,F,sports_fan
u9826,37,M,sports_fan
u4387,37,M,traveler
u9860,20,M,music_lover
u7701,45,M,music_lover
u4824,26,F,traveler
u3296,37,M,online_shopper
u2336,19,F,traveler
u8798,44,F,traveler
u7913,47,M,sports_fan
u2954,34,M,online_shopper
u4471,45,F,music_lover
u1451,18,M,sports_fan
u4437,41,F,sports_fan
u9532,46,M,music_lover
u3773,46,M,sports_fan
u7124,34,M,online_shopper
u7649,22,F,sports_fan
u4056,30,M,music_lover
u3660,46,M,music_lover
u7944,25,M,online_shopper
u6674,47,F,online_shopper
u3548,24,M,traveler
u4782,40,F,traveler
u4808,31,M,music_lover
u9819,25,F,online_shopper
u2831,49,M,music_lover
u2670,28,M,online_shopper
u2333,20,M,music_lover
u8931,22,F,online_shopper
u6009,35,F,online_shopper
u3786,22,M,traveler
u3305,30,M,traveler
u9541,22,F,traveler
u8899,19,M,online_shopper
u1955,43,M,online_shopper
u5379,47,F,traveler
u3362,30,F,traveler
u2751,45,M,sports_fan
u5421,23,F,music_lover
u1656,34,M,traveler
u6293,25,M,music_lover
u7646,44,M,sports_fan
u4344,34,F,online_shopper
u3501,36,M,online_shopper
u3851,32,M,music_lover
u7988,47,F,music_lover
u1705,18,F,music_lover
u3601,47,F,sports_fan
u6178,49,F,music_lover
u4491,35,F,traveler
u3110,24,F,traveler
u6152,24,F,sports_fan
u1932,46,F,sports_fan
u3320,33,M,music_lover
u8482,28,M,music_lover
u7775,22,F,music_lover
u1012,38,M,online_shopper
u1830,31,M,online_shopper
u6434,40,M,traveler
u3180,43,M,online_shopper
u4264,44,F,music_lover
u2591,48,F,sports_fan
u6594,45,F,sports_fan
u4908,27,F,traveler
u7394,22,M,online_shopper
u2555,47,F,sports_fan
u9463,41,M,online_shopper
u2050,36,F,sports_fan
u2101,35,F,music_lover
u1757,43,M,music_lover
u4949,21,M,sports_fan
u1602,48,M,online_shopper
u9108,40,F,music_lover
u3956,26,F,sports_fan
u9315,36,M,online_shopper
u1117,28,F,sports_fan
u3885,20,M,online_shopper
u8459,28,M,sports_fan
u3096,24,F,sports_fan
u3646,34,F,music_lover
u1709,40,M,traveler
u2909,35,F,online_shopper
u9818,43,F,music_lover
u3486,32,M,music_lover
u3527,47,M,traveler
u8450,34,M,music_lover
u9519,43,F,sports_fan
u3429,42,F,traveler
u5629,34,M,sports_fan
u9056,41,F,music_lover
u8275,27,F,online_shopper
u8244,47,F,sports_fan
u9800,32,M,music_lover
u9735,40,M,traveler
u6027,33,F,sports_fan
u1423,32,M,music_lover
u5484,43,F,sports_fan
u4530,26,M,music_lover
u3642,45,F,traveler
u9920,38,M,online_shopper
u6897,36,F,online_shopper
u6909,18,M,online_shopper
u4094,49,F,traveler
u7551,19,F,online_shopper
u2163,23,M,traveler
u9225,41,F,online_shopper
u7519,26,M,music_lover
u6791,41,F,traveler
u4633,35,F,sports_fan
u7855,18,F,traveler
u6232,48,M,music_lover
u9647,27,F,online_shopper
u5195,21,F,music_lover
u1176,31,M,music_lover
u6870,48,F,music_lover
u3042,38,M,music_lover
u8662,49,M,online_shopper
u7045,43,F,music_lover
u6859,23,F,music_lover
u6099,37,F,traveler
u8645,22,F,music_lover
u6039,32,M,online_shopper
u4449,41,F,traveler
u6797,27,F,traveler
u6906,20,M,music_lover
u4737,34,M,sports_fan
u9142,49,M,online_shopper
u3491,26,F,online_shopper
u5192,48,F,traveler
u8786,26,F,music_lover
u5614,32,F,online_shopper
u2121,35,M,sports_fan
u7753,20,F,sports_fan
u6543,25,M,sports_fan
u2124,20,F,traveler
u5953,36,F,traveler
u6120,39,F,online_shopper
u3823,30,M,online_shopper
u2532,39,M,sports_fan
u2313,33,F,online_shopper
u2829,24,F,online_shopper
u2907,43,M,online_shopper
u2542,37,M,online_shopper
u8314,22,F,online_shopper
u8540,43,F,music_lover
u3695,36,F,traveler
u1522,47,F,traveler
u3801,19,F,online_shopper
u3241,20,F,music_lover
u7151,45,F,music_lover
u3940,20,F,sports_fan
u9639,46,F,online_shopper
u6601,19,M,online_shopper
u5044,33,M,music_lover
u5656,34,M,music_lover
u9968,44,F,sports_fan
u2353,33,M,traveler
u6531,33,M,music_lover
u7693,36,M,music_lover
u5848,49,M,online_shopper
u9709,34,F,online_shopper
u6423,41,M,music_lover
u8973,22,M,traveler
u8826,29,F,sports_fan
u5890,39,M,sports_fan
u6916,29,F,traveler
u4032,46,F,online_shopper
u2832,43,M,traveler
u3232,24,M,sports_fan
u2756,24,F,music_lover
u8414,21,F,online_shopper
u7537,23,M,online_shopper
u8509,33,F,traveler
u6304,25,F,music_lover
u8834,23,F,traveler
u2316,40,F,traveler
u4955,47,M,online_shopper
u6702,46,M,online_shopper
u4747,47,M,traveler
u6346,36,F,sports_fan
u9207,47,M,online_shopper
u3397,42,M,traveler
u9119,27,M,sports_fan
u5985,33,M,traveler
u8717,19,F,sports_fan
u1623,31,M,traveler
u5227,28,F,online_shopper
u9978,41,F,traveler
u7908,41,M,online_shopper
u4087,45,F,traveler
u8250,19,F,music_lover
u6296,42,M,traveler
u1227,20,M,traveler
u6035,43,F,online_shopper
u5678,48,M,online_shopper
u9742,39,F,traveler
u3156,49,M,online_shopper
u3182,28,F,online_shopper
u2875,21,M,music_lover
u5479,31,M,online_shopper
u7166,22,F,online_shopper
u9917,20,M,traveler
u8890,45,M,traveler
u4429,43,M,online_shopper
u2742,25,M,traveler
u5486,27,M,sports_fan
u7049,49,F,music_lover
u5771,29,F,traveler
u3018,43,M,sports_fan
u9457,25,F,online_shopper
u7754,40,M,online_shopper
u6414,24,F,traveler
u3827,19,M,traveler
u7900,43,M,music_lover
u8302,29,M,sports_fan
u5929,39,F,traveler
u5545,37,F,sports_fan
u3095,28,F,online_shopper
u7029,26,M,sports_fan
u8673,22,M,sports_fan
u1350,23,M,traveler
u6170,24,M,online_shopper
u9229,31,F,online_shopper
u2847,35,M,sports_fan
u7576,32,F,online_shopper
u3423,18,M,music_lover
u7804,33,F,online_shopper
u2283,32,M,sports_fan
u7431,39,M,sports_fan
u1179,26,M,online_shopper
u7109,24,F,music_lover
u3213,29,M,online_shopper
u5524,45,M,music_lover
u3054,26,M,traveler
u5225,29,M,music_lover
u3894,28,M,traveler
u6993,20,M,music_lover
u2472,30,F,music_lover
u3698,22,F,music_lover
u7648,49,F,traveler
u1401,39,M,music_lover
u4929,39,M,sports_fan
u9139,38,F,music_lover
u3993,47,M,music_lover
u4647,35,F,sports_fan
u2415,28,F,music_lover
u9064,43,F,sports_fan
u5483,20,F,music_lover
u8499,39,M,traveler
u3317,26,F,traveler
u2806,48,M,sports_fan
u2302,43,F,traveler
u7555,25,F,online_shopper
u3730,41,M,traveler
u2513,25,M,traveler
u4909,30,M,sports_fan
u1417,28,M,online_shopper
u2344,23,F,sports_fan
u7142,30,M,online_shopper
u8474,45,M,online_shopper
u7089,28,M,sports_fan
u8927,31,F,traveler
u7451,31,M,music_lover
u6528,36,F,online_shopper
u7234,22,M,sports_fan
u4131,32,M,traveler
u6805,30,M,online_shopper
u5934,41,F,sports_fan
u4566,33,F,online_shopper
u9327,46,M,sports_fan
u4664,36,M,music_lover
u3751,34,M,online_shopper
u3901,45,F,music_lover
u4711,47,F,sports_fan
u6397,48,M,music_lover
u3960,33,F,music_lover
u1106,46,M,sports_fan
u8918,49,F,sports_fan
u7859,31,F,music_lover
u7761,34,F,sports_fan
u7102,24,F,traveler
u5761,23,F,sports_fan
u1093,22,M,sports_fan
u8552,41,M,music_lover
u6873,41,F,traveler
u2274,44,F,online_shopper
u2715,18,M,music_lover
u2718,33,M,traveler
u1434,40,F,online_shopper
u4088,31,F,online_shopper
u5765,44,F,traveler
u4136,19,M,online_shopper
u3342,46,M,online_shopper
u3810,21,F,traveler
u6739,18,F,traveler
u3852,19,F,traveler
u1375,46,F,music_lover
u1218,43,F,traveler
u8206,26,F,music_lover
u9251,45,F,music_lover
u6384,18,M,traveler
u8299,40,M,online_shopper
u5453,37,F,music_lover
u7830,40,F,music_lover
u6551,48,F,online_shopper
u7251,33,M,online_shopper
u7659,31,F,sports_fan
u4201,40,M,sports_fan
u3926,48,F,music_lover
u6998,44,M,traveler
u4322,30,F,music_lover
u8114,43,M,music_lover
u3954,48,F,music_lover
u5369,49,M,online_shopper
u4305,36,M,online_shopper
u4772,32,F,traveler
u8273,46,F,sports_fan
u7188,35,F,traveler
u5623,20,M,online_shopper
u5631,32,M,traveler
u1309,32,M,online_shopper
u8268,22,F,music_lover
u6925,30,F,sports_fan
u2702,41,M,online_shopper
u1219,44,M,online_shopper
u6422,42,F,sports_fan
u7378,37,M,music_lover
u9886,33,F,music_lover
u9193,39,M,traveler
u9630,37,M,music_lover
u9869,32,F,online_shopper
u1162,47,F,online_shopper
u4751,47,M,traveler
u4572,31,M,sports_fan
u6943,26,M,online_shopper
u1718,38,M,music_lover
u4977,35,M,music_lover
u7027,34,F,online_shopper
u8600,22,M,online_shopper
u2431,32,M,music_lover
u6458,41,M,traveler
u5462,48,F,online_shopper
u8006,28,M,online_shopper
u5800,44,F,sports_fan
u2331,47,M,traveler
u5570,46,F,sports_fan
u9284,39,F,online_shopper
u8528,44,F,music_lover
u2770,29,M,music_lover
u9385,24,F,online_shopper
u1976,42,F,online_shopper
u7180,37,F,sports_fan
u8491,49,M,music_lover
u4754,38,F,music_lover
u2888,26,M,sports_fan
u8663,20,M,traveler
u5201,34,F,music_lover
u9637,41,M,sports_fan
u9042,26,F,traveler
u3792,28,F,music_lover
u2448,31,M,online_shopper
u6161,43,M,sports_fan
u3771,44,M,traveler
u4372,45,M,sports_fan
u4999,47,M,traveler
u5872,48,M,traveler
u6083,27,F,music_lover
u7892,21,M,traveler
u2607,33,M,sports_fan
u3758,33,M,sports_fan
u6073,46,F,music_lover
u9941,29,F,online_shopper
u4244,49,M,traveler
u1383,49,M,traveler
u1407,23,F,music_lover
u2722,24,F,music_lover
u8514,40,F,music_lover
u3132,25,F,traveler
u7349,23,F,sports_fan
u8316,24,F,online_shopper
u2450,47,F,sports_fan
u7366,48,F,music_lover
u4759,26,F,traveler
u6339,33,F,sports_fan
u4994,39,M,online_shopper
u2059,47,F,music_lover
u3322,30,F,online_shopper
u4610,32,M,traveler
u9678,35,M,music_lover
u8707,21,M,music_lover
u1894,22,M,music_lover
u2257,25,F,online_shopper
u6761,48,F,traveler
u5807,21,M,music_lover
u6510,34,F,sports_fan
u5657,34,M,music_lover
u2892,19,M,music_lover
u7538,41,F,music_lover
u7654,33,F,sports_fan
u6063,36,M,sports_fan
u4212,39,F,traveler
u2103,24,F,online_shopper
u2918,28,F,music_lover
u2272,18,M,online_shopper
u7597,38,F,online_shopper
u4455,35,M,music_lover
u6425,24,F,music_lover
u3918,45,F,sports_fan
u3389,45,M,traveler
u3476,30,M,sports_fan
u3175,20,M,online_shopper
u7547,26,M,music_lover
u7308,34,F,online_shopper
u1902,19,F,sports_fan
u4335,32,F,online_shopper
u8443,26,M,music_lover
u2964,24,F,traveler
u6427,36,F,online_shopper
u4023,28,F,traveler
u7453,41,M,online_shopper
u3102,38,M,music_lover
u7147,48,M,music_lover
u8261,35,M,traveler
u3912,43,F,music_lover
u3928,34,M,traveler
u9680,39,F,sports_fan
u9970,21,M,traveler
u1855,19,F,online_shopper
u3965,34,M,traveler
u5471,40,M,traveler
u5963,37,F,online_shopper
u5343,18,M,music_lover
u8070,30,M,music_lover
u4717,27,F,sports_fan
u1995,34,M,music_lover
u7890,40,M,sports_fan
u1769,38,F,sports_fan
u2009,34,M,sports_fan
u7760,28,F,music_lover
u4586,26,M,online_shopper
u6628,48,M,music_lover
u4525,20,M,online_shopper
u7150,27,F,music_lover
u6199,34,M,sports_fan
u5781,33,F,online_shopper
u9299,33,F,music_lover
u5333,32,F,music_lover
u5454,30,M,traveler
u8721,19,M,online_shopper
u7283,43,M,sports_fan
u2046,23,M,sports_fan
u5317,20,F,online_shopper
u9388,43,F,music_lover
u8703,41,M,sports_fan
u5208,18,F,music_lover
u6496,34,F,traveler
u7985,41,M,sports_fan
u3278,44,M,music_lover
u7432,18,F,sports_fan
u1257,48,M,music_lover
u9691,47,M,traveler
u1108,28,F,traveler
u3707,21,F,traveler
u7268,28,F,music_lover
u4377,30,M,sports_fan
u6165,46,F,sports_fan
u9741,39,F,music_lover
u2315,34,M,traveler
u2216,49,M,traveler
u2268,37,F,online_shopper
u3992,46,F,music_lover
u1198,38,M,traveler
u6995,30,M,online_shopper
u2168,34,F,traveler
u6540,19,F,sports_fan
u6963,19,M,online_shopper
u8806,39,F,music_lover
u7313,35,M,sports_fan
u2893,23,F,sports_fan
u3605,42,F,online_shopper
u7479,48,F,sports_fan
u2691,19,M,online_shopper
u2821,40,M,music_lover
u4506,47,F,traveler
u3596,28,M,sports_fan
u7367,34,M,music_lover
u6024,26,F,traveler
u7249,37,F,online_shopper
u8498,22,M,online_shopper
u1742,37,F,music_lover
u3759,32,F,traveler
u6109,43,M,online_shopper
u3772,42,F,traveler
u2615,49,M,online_shopper
u8591,48,M,traveler
u2241,47,F,music_lover
u1320,34,F,music_lover
u9366,27,M,sports_fan
u5834,23,M,sports_fan
u7975,30,M,music_lover
u2932,45,F,sports_fan
u6801,38,M,online_shopper
u1922,33,F,sports_fan
u4292,41,M,sports_fan
u5649,19,M,traveler
u7726,45,F,online_shopper
u2624,37,M,music_lover
u5441,22,F,online_shopper
u3444,41,F,traveler
u7976,46,F,sports_fan
u7748,34,M,online_shopper
u4967,24,F,traveler
u9653,41,F,music_lover
u3184,34,F,sports_fan
u6413,22,F,traveler
u4642,23,M,traveler
u4445,49,F,traveler
u9477,49,M,music_lover
u9905,27,M,music_lover
u6257,22,F,traveler
u5671,31,M,online_shopper
u8555,48,M,music_lover
u6306,42,F,online_shopper
u2131,37,F,online_shopper
u4296,31,M,traveler
u2931,19,M,traveler
u5440,26,F,sports_fan
u7305,35,M,music_lover
u8775,35,M,music_lover
u6966,45,M,music_lover
u9074,39,F,traveler
u1061,26,F,music_lover
u9790,22,F,traveler
u4846,43,F,music_lover
u8085,35,F,online_shopper
u8467,29,F,traveler
u1132,23,F,sports_fan
u8669,34,M,sports_fan
u7694,31,F,music_lover
u6928,27,F,online_shopper
u5812,43,F,online_shopper
u3442,36,M,music_lover
u6115,20,M,sports_fan
u1683,27,M,music_lover
u5315,31,F,online_shopper
u1604,32,M,music_lover
u2588,33,F,music_lover
u6292,23,F,music_lover
u3876,31,M,online_shopper
u6681,21,M,sports_fan
u1854,30,F,traveler
u1271,44,F,music_lover
u5347,44,M,traveler
u3087,25,F,traveler
u2181,40,M,sports_fan
u3711,26,M,sports_fan
u2957,38,F,online_shopper
u5214,28,F,traveler
u3725,22,M,traveler
u4933,22,F,music_lover
u3803,42,M,music_lover
u2775,35,M,sports_fan
u6836,33,F,sports_fan
u7236,40,M,sports_fan
u3108,43,F,online_shopper
u3379,36,F,traveler
u3705,41,M,online_shopper
u4018,26,M,traveler
u9661,28,M,sports_fan
u7627,28,M,online_shopper
u5472,31,F,online_shopper
u2503,27,M,traveler
u3336,26,F,traveler
u6690,49,M,online_shopper
u2265,22,F,music_lover
u6814,43,M,traveler
u3163,44,M,traveler
u5766,28,M,online_shopper
u9822,45,M,sports_fan
u5889,26,M,music_lover
u4668,30,F,sports_fan
u2012,46,M,online_shopper
u3697,36,M,sports_fan
u4312,25,M,sports_fan
u1662,40,M,online_shopper
u1205,21,F,traveler
u9787,29,M,sports_fan
u7455,42,M,online_shopper
u6755,48,M,online_shopper
u3628,24,M,online_shopper
u5883,41,F,sports_fan
u1594,44,M,traveler
u7794,25,M,sports_fan
u6575,36,F,sports_fan
u8199,40,F,music_lover
u2728,25,M,sports_fan
u9685,36,F,online_shopper
u5923,42,F,online_shopper
u5273,46,M,music_lover
u9397,43,F,music_lover
u6627,21,M,music_lover
u1770,46,M,music_lover
u5577,27,F,sports_fan
u5660,49,F,sports_fan
u2635,32,M,online_shopper
u5831,49,M,sports_fan
u4005,40,F,music_lover
u3604,25,F,traveler
u3022,32,F,music_lover
u6820,33,F,music_lover
u8245,41,F,traveler
u9231,38,M,traveler
u5704,24,F,music_lover
u1291,25,M,sports_fan
u6763,46,F,online_shopper
u2115,30,F,traveler
u2070,30,F,online_shopper
u7278,44,M,sports_fan
u8133,46,F,music_lover
u8962,19,M,sports_fan
u2098,43,M,sports_fan
u6408,37,M,online_shopper
u3835,32,F,sports_fan
u9993,23,F,traveler
u4800,42,F,music_lover
u6245,35,F,traveler
u1221,24,F,sports_fan
u7051,19,F,online_shopper
u2021,43,F,online_shopper
u1493,19,M,traveler
u1382,18,M,traveler
u3958,42,F,online_shopper
u8093,39,F,traveler
u2936,46,M,sports_fan
u1740,31,M,music_lover
u8067,19,F,music_lover
u6285,27,F,music_lover
u2560,21,M,online_shopper
u3576,21,F,online_shopper
u5144,45,F,online_shopper
u9049,40,F,music_lover
u7871,24,M,traveler
u4922,37,F,online_shopper
u4970,22,F,online_shopper
u1304,44,M,sports_fan
u5519,29,F,online_shopper
u6126,29,M,online_shopper
u3459,49,F,music_lover
u9029,42,F,music_lover
u8685,23,M,sports_fan
u5996,48,F,music_lover
u1052,35,F,traveler
u1640,46,F,traveler
u9623,19,F,music_lover
u8432,36,F,online_shopper
u6511,46,F,sports_fan
u7798,44,M,online_shopper
u1333,48,F,online_shopper
u7709,48,M,sports_fan
u8232,33,M,music_lover
u3257,40,M,sports_fan
u1065,19,M,traveler
u9885,34,F,online_shopper
u5253,37,F,traveler
u3493,48,M,sports_fan
u4274,48,M,music_lover
u5609,43,F,sports_fan
u1352,24,F,traveler
u2961,38,F,traveler
u2113,24,M,online_shopper
u2076,49,M,online_shopper
u8293,40,M,online_shopper
u9733,29,F,online_shopper
u9891,40,F,music_lover
u5094,46,F,sports_fan
u1710,28,F,sports_fan
u5016,46,F,sports_fan
u3224,34,F,music_lover
u7896,28,F,sports_fan
u1607,25,M,sports_fan
u5789,23,M,music_lover
u4938,49,M,online_shopper
u9828,48,M,online_shopper
u9845,23,M,music_lover
u2293,32,M,music_lover
u2159,43,F,online_shopper
u4465,37,M,music_lover
u1373,29,M,sports_fan
u3332,26,M,traveler
u5210,30,M,traveler
u2913,32,F,sports_fan
u4607,32,F,music_lover
u4365,43,F,online_shopper
u4835,47,F,traveler
u7280,46,F,traveler
u9380,47,F,sports_fan
u5406,30,M,online_shopper
