request_id,user_id,adslot_id,timestamp,floor_price,win_price
req000073,u9232,s01,2025-08-20 10:01:12,0.55,1.72
req000074,u5642,s04,2025-08-20 10:01:13,4.42,0.0
req000075,u6087,s03,2025-08-20 10:01:14,1.11,0.0
req000076,u1710,s03,2025-08-20 10:01:15,4.45,4.86
req000077,u2904,s04,2025-08-20 10:01:16,3.2,4.56
req000078,u5190,s02,2025-08-20 10:01:17,3.29,3.45
req000079,u8326,s03,2025-08-20 10:01:18,4.23,0.0
req000080,u1031,s01,2025-08-20 10:01:19,2.79,4.48
req000081,u3897,s02,2025-08-20 10:01:20,2.11,0.0
req000082,u4261,s02,2025-08-20 10:01:21,1.12,2.97
req000083,u2442,s03,2025-08-20 10:01:22,3.07,4.3
req000084,u7176,s03,2025-08-20 10:01:23,2.99,4.77
req000085,u2806,s01,2025-08-20 10:01:24,1.82,2.08
req000086,u8729,s02,2025-08-20 10:01:25,3.2,3.73
req000087,u3345,s02,2025-08-20 10:01:26,2.48,3.18
req000088,u6781,s01,2025-08-20 10:01:27,4.12,0.0
req000089,u9388,s03,2025-08-20 10:01:28,3.02,4.59
req000090,u9946,s01,2025-08-20 10:01:29,4.7,5.72
req000091,u3187,s03,2025-08-20 10:01:30,2.83,3.59
req000092,u9456,s02,2025-08-20 10:01:31,4.49,4.89
req000093,u5234,s01,2025-08-20 10:01:32,2.84,4.48
req000094,u5298,s03,2025-08-20 10:01:33,3.01,3.15
req000095,u3795,s02,2025-08-20 10:01:34,2.15,2.89
req000096,u8244,s03,2025-08-20 10:01:35,2.3,2.86
req000097,u2921,s03,2025-08-20 10:01:36,4.7,5.05
req000098,u9307,s03,2025-08-20 10:01:37,1.5,1.93
req000099,u1477,s01,2025-08-20 10:01:38,1.05,0.0
req000100,u5335,s03,2025-08-20 10:01:39,4.24,5.28
req000101,u6916,s02,2025-08-20 10:01:40,3.1,4.01
req000102,u6340,s03,2025-08-20 10:01:41,1.78,2.86
req000103,u2499,s02,2025-08-20 10:01:42,2.45,0.0
req000104,u3879,s02,2025-08-20 10:01:43,2.86,4.34
req000105,u9891,s03,2025-08-20 10:01:44,3.16,0.0
req000106,u7104,s01,2025-08-20 10:01:45,4.19,5.99
req000107,u2898,s01,2025-08-20 10:01:46,2.27,0.0
req000108,u3640,s04,2025-08-20 10:01:47,3.54,3.87
req000109,u2789,s02,2025-08-20 10:01:48,4.26,4.52
req000110,u8821,s01,2025-08-20 10:01:49,4.3,5.01
req000111,u6010,s03,2025-08-20 10:01:50,1.64,0.0
req000112,u6051,s01,2025-08-20 10:01:51,2.08,3.22
req000113,u8267,s01,2025-08-20 10:01:52,3.18,3.47
req000114,u7131,s02,2025-08-20 10:01:53,4.49,5.95
req000115,u7942,s03,2025-08-20 10:01:54,4.06,0.0
req000116,u4754,s01,2025-08-20 10:01:55,3.13,4.29
req000117,u7414,s03,2025-08-20 10:01:56,4.93,0.0
req000118,u6601,s03,2025-08-20 10:01:57,2.48,4.0
req000119,u3033,s02,2025-08-20 10:01:58,4.29,5.07
req000120,u9252,s02,2025-08-20 10:01:59,4.18,5.04
req000121,u4566,s03,2025-08-20 10:02:00,4.59,6.22
req000122,u8688,s03,2025-08-20 10:02:01,4.94,0.0
req000123,u1386,s02,2025-08-20 10:02:02,2.73,0.0
req000124,u5965,s02,2025-08-20 10:02:03,1.38,1.99
req000125,u8515,s03,2025-08-20 10:02:04,2.57,3.39
req000126,u1691,s02,2025-08-20 10:02:05,4.34,4.47
req000127,u3687,s04,2025-08-20 10:02:06,4.26,5.42
req000128,u4159,s01,2025-08-20 10:02:07,2.01,3.73
req000129,u8424,s04,2025-08-20 10:02:08,0.71,0.86
req000130,u3017,s01,2025-08-20 10:02:09,2.79,4.06
req000131,u3671,s04,2025-08-20 10:02:10,2.63,4.34
req000132,u6943,s04,2025-08-20 10:02:11,0.89,1.93
req000133,u1370,s01,2025-08-20 10:02:12,4.08,4.77
req000134,u7173,s03,2025-08-20 10:02:13,1.78,3.77
req000135,u9348,s04,2025-08-20 10:02:14,3.41,3.63
req000136,u4034,s04,2025-08-20 10:02:15,0.96,1.46
req000137,u2818,s03,2025-08-20 10:02:16,4.37,6.15
req000138,u3249,s02,2025-08-20 10:02:17,3.83,0.0
req000139,u1121,s02,2025-08-20 10:02:18,2.25,2.91
req000140,u4588,s04,2025-08-20 10:02:19,3.33,4.99
req000141,u7031,s01,2025-08-20 10:02:20,1.34,0.0
req000142,u9427,s04,2025-08-20 10:02:21,4.93,5.66
req000143,u2963,s01,2025-08-20 10:02:22,4.08,5.72
req000144,u4936,s02,2025-08-20 10:02:23,4.05,5.45
req000145,u8283,s02,2025-08-20 10:02:24,1.19,0.0
req000146,u6423,s03,2025-08-20 10:02:25,0.58,1.57
req000147,u2359,s02,2025-08-20 10:02:26,3.13,0.0
req000148,u8086,s02,2025-08-20 10:02:27,1.15,2.24
req000149,u3982,s02,2025-08-20 10:02:28,4.01,0.0
req000150,u5324,s03,2025-08-20 10:02:29,2.37,2.81
req000151,u7132,s01,2025-08-20 10:02:30,2.02,0.0
req000152,u3454,s04,2025-08-20 10:02:31,0.83,1.15
req000153,u5335,s04,2025-08-20 10:02:32,4.98,6.44
req000154,u1512,s02,2025-08-20 10:02:33,4.8,0.0
req000155,u6996,s01,2025-08-20 10:02:34,1.09,2.8
req000156,u6933,s01,2025-08-20 10:02:35,2.0,3.47
req000157,u9297,s04,2025-08-20 10:02:36,2.26,4.09
req000158,u8633,s01,2025-08-20 10:02:37,1.84,3.63
req000159,u3846,s01,2025-08-20 10:02:38,4.71,6.29
req000160,u4816,s03,2025-08-20 10:02:39,3.75,5.56
req000161,u6951,s02,2025-08-20 10:02:40,4.8,5.22
req000162,u2038,s03,2025-08-20 10:02:41,4.44,5.93
req000163,u9402,s03,2025-08-20 10:02:42,3.9,5.43
req000164,u9477,s04,2025-08-20 10:02:43,3.64,0.0
req000165,u6150,s01,2025-08-20 10:02:44,4.4,4.79
req000166,u6866,s01,2025-08-20 10:02:45,3.58,0.0
req000167,u3565,s01,2025-08-20 10:02:46,1.35,0.0
req000168,u3777,s02,2025-08-20 10:02:47,3.42,5.25
req000169,u3553,s04,2025-08-20 10:02:48,2.82,2.94
req000170,u8190,s01,2025-08-20 10:02:49,4.92,5.85
req000171,u8906,s04,2025-08-20 10:02:50,2.79,2.93
req000172,u1545,s02,2025-08-20 10:02:51,0.67,1.76
req000173,u3982,s01,2025-08-20 10:02:52,1.69,2.57
req000174,u6979,s03,2025-08-20 10:02:53,4.63,0.0
req000175,u5644,s01,2025-08-20 10:02:54,4.83,6.11
req000176,u6818,s02,2025-08-20 10:02:55,3.78,5.34
req000177,u6237,s04,2025-08-20 10:02:56,0.76,0.0
req000178,u6150,s01,2025-08-20 10:02:57,0.61,2.17
req000179,u5667,s03,2025-08-20 10:02:58,2.66,4.13
req000180,u3229,s02,2025-08-20 10:02:59,5.0,0.0
req000181,u3584,s01,2025-08-20 10:03:00,4.41,0.0
req000182,u1623,s03,2025-08-20 10:03:01,4.7,0.0
req000183,u6265,s02,2025-08-20 10:03:02,3.31,0.0
req000184,u5823,s01,2025-08-20 10:03:03,4.37,4.66
req000185,u9224,s01,2025-08-20 10:03:04,1.94,0.0
req000186,u8408,s04,2025-08-20 10:03:05,0.62,1.51
req000187,u3912,s01,2025-08-20 10:03:06,4.63,6.28
req000188,u2812,s04,2025-08-20 10:03:07,1.48,0.0
req000189,u4044,s04,2025-08-20 10:03:08,3.78,5.12
req000190,u9257,s02,2025-08-20 10:03:09,3.47,4.86
req000191,u7588,s03,2025-08-20 10:03:10,1.21,1.74
req000192,u8338,s04,2025-08-20 10:03:11,1.38,2.1
req000193,u4904,s01,2025-08-20 10:03:12,1.98,3.9
req000194,u5070,s03,2025-08-20 10:03:13,3.91,5.62
req000195,u6997,s04,2025-08-20 10:03:14,0.68,0.0
req000196,u4861,s02,2025-08-20 10:03:15,2.33,2.74
req000197,u8470,s04,2025-08-20 10:03:16,3.49,4.62
req000198,u1468,s04,2025-08-20 10:03:17,1.27,2.3
req000199,u8019,s03,2025-08-20 10:03:18,1.04,0.0
req000200,u4530,s04,2025-08-20 10:03:19,2.26,3.2
req000201,u3394,s03,2025-08-20 10:03:20,1.79,2.78
req000202,u4376,s01,2025-08-20 10:03:21,3.42,4.74
req000203,u1838,s03,2025-08-20 10:03:22,4.86,0.0
req000204,u1057,s03,2025-08-20 10:03:23,0.52,2.46
req000205,u2216,s04,2025-08-20 10:03:24,4.56,0.0
req000206,u8216,s04,2025-08-20 10:03:25,2.45,4.21
req000207,u2401,s01,2025-08-20 10:03:26,3.49,0.0
req000208,u6797,s04,2025-08-20 10:03:27,4.33,0.0
req000209,u6833,s02,2025-08-20 10:03:28,3.08,4.84
req000210,u8815,s03,2025-08-20 10:03:29,0.94,2.38
req000211,u8047,s02,2025-08-20 10:03:30,1.13,0.0
req000212,u4095,s04,2025-08-20 10:03:31,4.05,4.18
req000213,u3172,s04,2025-08-20 10:03:32,1.53,0.0
req000214,u7130,s03,2025-08-20 10:03:33,3.06,4.0
req000215,u2956,s02,2025-08-20 10:03:34,2.43,0.0
req000216,u7438,s01,2025-08-20 10:03:35,1.87,0.0
req000217,u7782,s04,2025-08-20 10:03:36,4.04,0.0
req000218,u3068,s01,2025-08-20 10:03:37,3.79,4.86
req000219,u2156,s01,2025-08-20 10:03:38,3.41,5.11
req000220,u6700,s02,2025-08-20 10:03:39,2.18,4.03
req000221,u7932,s04,2025-08-20 10:03:40,1.52,2.48
req000222,u8745,s02,2025-08-20 10:03:41,2.82,3.49
req000223,u5422,s03,2025-08-20 10:03:42,4.18,4.92
req000224,u7167,s03,2025-08-20 10:03:43,3.09,4.29
req000225,u4361,s02,2025-08-20 10:03:44,4.87,5.49
req000226,u9139,s01,2025-08-20 10:03:45,0.57,2.4
req000227,u5631,s02,2025-08-20 10:03:46,4.99,5.89
req000228,u9050,s02,2025-08-20 10:03:47,3.61,5.59
req000229,u1834,s01,2025-08-20 10:03:48,4.25,4.56
req000230,u4879,s01,2025-08-20 10:03:49,2.01,2.47
req000231,u1267,s02,2025-08-20 10:03:50,2.79,3.86
req000232,u4483,s04,2025-08-20 10:03:51,4.09,5.84
req000233,u7780,s01,2025-08-20 10:03:52,3.92,4.69
req000234,u7441,s04,2025-08-20 10:03:53,2.0,3.69
req000235,u4986,s03,2025-08-20 10:03:54,1.96,0.0
req000236,u9462,s03,2025-08-20 10:03:55,3.48,4.39
req000237,u8003,s03,2025-08-20 10:03:56,4.7,6.42
req000238,u1883,s04,2025-08-20 10:03:57,2.47,3.1
req000239,u3088,s02,2025-08-20 10:03:58,2.09,3.09
req000240,u7323,s01,2025-08-20 10:03:59,4.53,0.0
req000241,u9378,s03,2025-08-20 10:04:00,3.57,4.2
req000242,u8454,s04,2025-08-20 10:04:01,2.25,0.0
req000243,u2909,s01,2025-08-20 10:04:02,0.76,1.27
req000244,u8477,s01,2025-08-20 10:04:03,3.75,0.0
req000245,u6465,s02,2025-08-20 10:04:04,2.09,2.99
req000246,u9235,s01,2025-08-20 10:04:05,0.82,1.56
req000247,u5224,s02,2025-08-20 10:04:06,3.26,4.86
req000248,u1325,s02,2025-08-20 10:04:07,1.95,3.47
req000249,u6466,s04,2025-08-20 10:04:08,2.02,0.0
req000250,u4709,s01,2025-08-20 10:04:09,2.66,0.0
req000251,u2093,s04,2025-08-20 10:04:10,3.73,4.51
req000252,u9706,s01,2025-08-20 10:04:11,1.74,3.73
req000253,u7661,s03,2025-08-20 10:04:12,0.86,0.0
req000254,u6439,s01,2025-08-20 10:04:13,2.41,4.36
req000255,u9948,s02,2025-08-20 10:04:14,0.75,2.59
req000256,u6337,s04,2025-08-20 10:04:15,3.64,4.85
req000257,u3989,s04,2025-08-20 10:04:16,4.82,5.7
req000258,u4053,s04,2025-08-20 10:04:17,3.46,0.0
req000259,u9304,s01,2025-08-20 10:04:18,1.74,2.43
req000260,u9425,s04,2025-08-20 10:04:19,1.32,0.0
req000261,u8685,s03,2025-08-20 10:04:20,1.55,0.0
req000262,u7394,s03,2025-08-20 10:04:21,1.5,1.63
req000263,u3017,s01,2025-08-20 10:04:22,1.91,0.0
req000264,u8309,s02,2025-08-20 10:04:23,0.94,0.0
req000265,u3570,s01,2025-08-20 10:04:24,4.53,5.83
req000266,u8571,s03,2025-08-20 10:04:25,4.48,5.63
req000267,u5467,s04,2025-08-20 10:04:26,3.27,4.57
req000268,u7837,s04,2025-08-20 10:04:27,0.78,1.97
req000269,u1949,s04,2025-08-20 10:04:28,4.12,4.48
req000270,u1171,s01,2025-08-20 10:04:29,0.78,2.2
req000271,u5028,s03,2025-08-20 10:04:30,0.98,0.0
req000272,u5818,s01,2025-08-20 10:04:31,1.96,0.0
req000273,u2472,s04,2025-08-20 10:04:32,2.44,3.22
req000274,u1000,s02,2025-08-20 10:04:33,2.09,3.17
req000275,u7122,s04,2025-08-20 10:04:34,1.24,2.03
req000276,u3827,s01,2025-08-20 10:04:35,1.0,1.14
req000277,u9653,s01,2025-08-20 10:04:36,4.37,0.0
req000278,u8388,s03,2025-08-20 10:04:37,2.13,3.9
req000279,u1459,s03,2025-08-20 10:04:38,1.48,1.86
req000280,u4860,s02,2025-08-20 10:04:39,2.69,3.9
req000281,u7111,s04,2025-08-20 10:04:40,0.67,2.45
req000282,u2453,s02,2025-08-20 10:04:41,3.2,0.0
req000283,u8811,s03,2025-08-20 10:04:42,1.62,2.14
req000284,u2415,s04,2025-08-20 10:04:43,3.19,4.07
req000285,u5411,s03,2025-08-20 10:04:44,3.26,4.08
req000286,u8289,s01,2025-08-20 10:04:45,4.14,4.41
req000287,u5227,s03,2025-08-20 10:04:46,1.53,2.43
req000288,u6549,s01,2025-08-20 10:04:47,2.59,3.6
req000289,u1247,s04,2025-08-20 10:04:48,4.83,0.0
req000290,u1332,s03,2025-08-20 10:04:49,3.77,0.0
req000291,u8810,s03,2025-08-20 10:04:50,4.89,5.04
req000292,u1814,s03,2025-08-20 10:04:51,4.67,0.0
req000293,u7999,s03,2025-08-20 10:04:52,3.25,4.28
req000294,u5380,s01,2025-08-20 10:04:53,1.69,1.97
req000295,u5225,s02,2025-08-20 10:04:54,3.91,5.71
req000296,u1825,s02,2025-08-20 10:04:55,3.64,0.0
req000297,u8745,s03,2025-08-20 10:04:56,3.15,4.49
req000298,u2176,s02,2025-08-20 10:04:57,3.64,3.85
req000299,u3844,s02,2025-08-20 10:04:58,3.26,4.93
req000300,u6248,s03,2025-08-20 10:04:59,2.84,0.0
req000301,u4747,s03,2025-08-20 10:05:00,2.37,0.0
req000302,u5716,s02,2025-08-20 10:05:01,0.7,1.49
req000303,u7848,s04,2025-08-20 10:05:02,4.4,0.0
req000304,u2742,s02,2025-08-20 10:05:03,4.39,4.92
req000305,u2588,s04,2025-08-20 10:05:04,3.17,3.75
req000306,u6322,s02,2025-08-20 10:05:05,1.71,2.95
req000307,u6383,s02,2025-08-20 10:05:06,0.63,0.88
req000308,u6478,s01,2025-08-20 10:05:07,0.51,0.72
req000309,u3988,s04,2025-08-20 10:05:08,0.83,0.0
req000310,u5263,s01,2025-08-20 10:05:09,2.12,3.41
req000311,u1493,s04,2025-08-20 10:05:10,1.35,0.0
req000312,u3252,s04,2025-08-20 10:05:11,1.69,3.66
req000313,u8196,s01,2025-08-20 10:05:12,3.65,4.67
req000314,u4022,s03,2025-08-20 10:05:13,4.82,5.71
req000315,u1881,s02,2025-08-20 10:05:14,1.43,3.33
req000316,u2860,s01,2025-08-20 10:05:15,2.6,3.16
req000317,u6929,s01,2025-08-20 10:05:16,4.96,5.52
req000318,u2045,s01,2025-08-20 10:05:17,4.69,0.0
req000319,u2876,s04,2025-08-20 10:05:18,2.09,3.91
req000320,u4753,s02,2025-08-20 10:05:19,1.94,3.27
req000321,u1492,s01,2025-08-20 10:05:20,1.59,0.0
req000322,u9420,s01,2025-08-20 10:05:21,1.2,1.4
req000323,u4741,s03,2025-08-20 10:05:22,2.57,0.0
req000324,u6746,s03,2025-08-20 10:05:23,2.04,3.42
req000325,u4122,s01,2025-08-20 10:05:24,3.85,5.51
req000326,u2822,s04,2025-08-20 10:05:25,1.57,2.19
req000327,u2221,s04,2025-08-20 10:05:26,3.81,0.0
req000328,u8104,s01,2025-08-20 10:05:27,1.8,2.63
req000329,u6296,s03,2025-08-20 10:05:28,3.17,3.65
req000330,u3021,s01,2025-08-20 10:05:29,3.37,4.67
req000331,u6773,s03,2025-08-20 10:05:30,3.52,0.0
req000332,u3087,s04,2025-08-20 10:05:31,1.29,2.65
req000333,u3406,s04,2025-08-20 10:05:32,1.77,2.0
req000334,u4360,s01,2025-08-20 10:05:33,1.61,3.0
req000335,u5307,s04,2025-08-20 10:05:34,3.09,0.0
req000336,u6364,s01,2025-08-20 10:05:35,0.84,2.19
req000337,u1897,s04,2025-08-20 10:05:36,2.83,0.0
req000338,u7924,s02,2025-08-20 10:05:37,0.89,0.0
req000339,u1477,s02,2025-08-20 10:05:38,2.02,2.19
req000340,u8868,s02,2025-08-20 10:05:39,3.59,4.75
req000341,u2228,s01,2025-08-20 10:05:40,2.36,0.0
req000342,u4552,s01,2025-08-20 10:05:41,1.76,0.0
req000343,u8999,s02,2025-08-20 10:05:42,3.27,4.54
req000344,u7281,s01,2025-08-20 10:05:43,3.83,4.75
req000345,u7277,s01,2025-08-20 10:05:44,1.65,3.46
req000346,u8660,s01,2025-08-20 10:05:45,1.85,2.57
req000347,u1198,s01,2025-08-20 10:05:46,3.38,3.61
req000348,u2008,s03,2025-08-20 10:05:47,4.84,0.0
req000349,u7292,s02,2025-08-20 10:05:48,1.46,2.84
req000350,u1163,s01,2025-08-20 10:05:49,3.44,0.0
req000351,u8012,s04,2025-08-20 10:05:50,4.58,5.83
req000352,u1868,s03,2025-08-20 10:05:51,2.58,4.56
req000353,u6627,s01,2025-08-20 10:05:52,1.93,2.47
req000354,u1981,s03,2025-08-20 10:05:53,3.5,4.35
req000355,u7877,s04,2025-08-20 10:05:54,0.64,1.62
req000356,u5747,s02,2025-08-20 10:05:55,2.12,0.0
req000357,u1458,s02,2025-08-20 10:05:56,1.66,3.4
req000358,u6813,s04,2025-08-20 10:05:57,1.51,2.4
req000359,u2564,s03,2025-08-20 10:05:58,1.31,0.0
req000360,u2443,s04,2025-08-20 10:05:59,3.82,5.39
req000361,u9853,s01,2025-08-20 10:06:00,4.8,5.2
req000362,u4753,s04,2025-08-20 10:06:01,2.23,3.11
req000363,u3916,s01,2025-08-20 10:06:02,0.72,0.0
req000364,u5513,s01,2025-08-20 10:06:03,3.74,0.0
req000365,u1360,s04,2025-08-20 10:06:04,2.92,3.31
req000366,u2593,s01,2025-08-20 10:06:05,3.76,5.66
req000367,u5815,s02,2025-08-20 10:06:06,3.42,3.86
req000368,u5594,s02,2025-08-20 10:06:07,4.57,5.47
req000369,u1666,s02,2025-08-20 10:06:08,1.13,1.39
req000370,u8443,s02,2025-08-20 10:06:09,1.26,3.11
req000371,u1332,s02,2025-08-20 10:06:10,2.04,0.0
req000372,u5479,s02,2025-08-20 10:06:11,2.71,0.0
req000373,u4311,s02,2025-08-20 10:06:12,4.67,0.0
req000374,u9456,s02,2025-08-20 10:06:13,4.58,5.87
req000375,u4143,s03,2025-08-20 10:06:14,4.42,6.35
req000376,u6263,s02,2025-08-20 10:06:15,1.5,1.68
req000377,u4688,s04,2025-08-20 10:06:16,3.78,4.21
req000378,u2658,s03,2025-08-20 10:06:17,2.23,0.0
req000379,u8446,s03,2025-08-20 10:06:18,4.69,5.51
req000380,u4115,s04,2025-08-20 10:06:19,1.47,2.75
req000381,u3399,s02,2025-08-20 10:06:20,1.14,1.87
req000382,u5764,s04,2025-08-20 10:06:21,4.29,5.74
req000383,u8098,s01,2025-08-20 10:06:22,3.73,4.14
req000384,u2788,s03,2025-08-20 10:06:23,4.2,0.0
req000385,u6749,s02,2025-08-20 10:06:24,1.21,2.45
req000386,u6870,s03,2025-08-20 10:06:25,4.48,5.34
req000387,u3560,s01,2025-08-20 10:06:26,3.55,0.0
req000388,u3540,s01,2025-08-20 10:06:27,3.43,4.5
req000389,u5756,s04,2025-08-20 10:06:28,3.12,0.0
req000390,u2314,s02,2025-08-20 10:06:29,3.94,5.12
req000391,u2093,s01,2025-08-20 10:06:30,2.37,2.58
req000392,u5065,s04,2025-08-20 10:06:31,1.1,0.0
req000393,u5268,s04,2025-08-20 10:06:32,2.93,4.79
req000394,u2293,s03,2025-08-20 10:06:33,3.87,5.46
req000395,u5809,s04,2025-08-20 10:06:34,1.19,2.13
req000396,u2703,s04,2025-08-20 10:06:35,1.51,2.65
req000397,u3266,s04,2025-08-20 10:06:36,3.63,3.79
req000398,u7796,s04,2025-08-20 10:06:37,1.71,0.0
req000399,u9997,s04,2025-08-20 10:06:38,1.26,0.0
req000400,u3183,s04,2025-08-20 10:06:39,4.5,5.55
req000401,u7302,s01,2025-08-20 10:06:40,1.22,2.13
req000402,u7060,s02,2025-08-20 10:06:41,2.05,0.0
req000403,u9839,s01,2025-08-20 10:06:42,2.43,3.24
req000404,u4590,s03,2025-08-20 10:06:43,2.64,4.29
req000405,u6373,s02,2025-08-20 10:06:44,2.13,0.0
req000406,u3858,s04,2025-08-20 10:06:45,4.61,5.06
req000407,u8728,s02,2025-08-20 10:06:46,3.46,3.89
req000408,u4929,s01,2025-08-20 10:06:47,2.12,3.21
req000409,u9794,s01,2025-08-20 10:06:48,2.11,3.52
req000410,u4353,s04,2025-08-20 10:06:49,2.76,2.9
req000411,u7717,s04,2025-08-20 10:06:50,0.65,1.79
req000412,u9201,s02,2025-08-20 10:06:51,4.67,0.0
req000413,u9948,s02,2025-08-20 10:06:52,1.5,2.17
req000414,u6306,s03,2025-08-20 10:06:53,3.64,5.18
req000415,u7682,s04,2025-08-20 10:06:54,4.0,0.0
req000416,u1440,s04,2025-08-20 10:06:55,4.22,5.21
req000417,u7705,s03,2025-08-20 10:06:56,1.25,2.93
req000418,u5397,s04,2025-08-20 10:06:57,2.92,3.77
req000419,u6325,s03,2025-08-20 10:06:58,0.88,2.55
req000420,u7646,s02,2025-08-20 10:06:59,4.12,0.0
req000421,u9367,s04,2025-08-20 10:07:00,2.69,4.15
req000422,u5486,s04,2025-08-20 10:07:01,1.21,2.88
req000423,u8193,s01,2025-08-20 10:07:02,3.73,5.37
req000424,u1846,s04,2025-08-20 10:07:03,1.99,3.01
req000425,u4526,s01,2025-08-20 10:07:04,1.02,0.0
req000426,u2320,s04,2025-08-20 10:07:05,2.57,0.0
req000427,u7140,s03,2025-08-20 10:07:06,1.56,0.0
req000428,u9055,s01,2025-08-20 10:07:07,4.78,5.58
req000429,u8027,s01,2025-08-20 10:07:08,2.13,0.0
req000430,u6413,s02,2025-08-20 10:07:09,3.08,0.0
req000431,u2699,s01,2025-08-20 10:07:10,4.77,0.0
req000432,u3956,s03,2025-08-20 10:07:11,2.27,0.0
req000433,u4999,s01,2025-08-20 10:07:12,2.11,3.66
req000434,u5143,s03,2025-08-20 10:07:13,1.23,0.0
req000435,u5206,s02,2025-08-20 10:07:14,4.72,5.51
