request_id,click_timestamp
req009927,2025-08-20 12:45:40
req002798,2025-08-20 10:47:33
req003080,2025-08-20 10:51:44
req003704,2025-08-20 11:02:37
req002936,2025-08-20 10:49:51
req003651,2025-08-20 11:01:17
req006298,2025-08-20 11:45:38
req007839,2025-08-20 12:10:50
req007012,2025-08-20 11:57:05
req000085,2025-08-20 10:01:53
req008681,2025-08-20 12:25:17
req005141,2025-08-20 11:26:01
req001582,2025-08-20 10:27:16
req005088,2025-08-20 11:25:15
req005929,2025-08-20 11:39:41
req008920,2025-08-20 12:29:25
req007782,2025-08-20 12:10:35
req002669,2025-08-20 10:45:02
req003851,2025-08-20 11:04:15
req002236,2025-08-20 10:37:36
req005612,2025-08-20 11:34:03
req000032,2025-08-20 10:00:48
req004918,2025-08-20 11:22:11
req005474,2025-08-20 11:31:18
req006854,2025-08-20 11:54:37
req002095,2025-08-20 10:35:05
req009419,2025-08-20 12:37:34
req006619,2025-08-20 11:50:43
req005714,2025-08-20 11:35:43
req003171,2025-08-20 10:53:39
req000962,2025-08-20 10:16:58
req002582,2025-08-20 10:43:12
req002870,2025-08-20 10:48:31
req009967,2025-08-20 12:47:04
req001634,2025-08-20 10:28:02
req004963,2025-08-20 11:23:26
req005862,2025-08-20 11:38:33
req001717,2025-08-20 10:29:21
req000614,2025-08-20 10:11:02
req009986,2025-08-20 12:46:56
req002745,2025-08-20 10:46:22
req004911,2025-08-20 11:22:06
req009995,2025-08-20 12:46:50
req000345,2025-08-20 10:06:03
req006208,2025-08-20 11:43:51
req008282,2025-08-20 12:18:15
req003648,2025-08-20 11:01:37
req004927,2025-08-20 11:22:36
req004784,2025-08-20 11:20:04
req003241,2025-08-20 10:54:14
req007395,2025-08-20 12:03:29
req001976,2025-08-20 10:33:16
req002395,2025-08-20 10:40:09
req002365,2025-08-20 10:39:43
req003503,2025-08-20 10:58:30
req000834,2025-08-20 10:14:22
req006820,2025-08-20 11:54:19
req001547,2025-08-20 10:26:43
req000316,2025-08-20 10:06:06
req001564,2025-08-20 10:26:38
req006760,2025-08-20 11:53:29
req002350,2025-08-20 10:39:42
req006937,2025-08-20 11:56:11
req000887,2025-08-20 10:14:59
req007917,2025-08-20 12:12:48
req009332,2025-08-20 12:35:36
req008601,2025-08-20 12:23:27
req000792,2025-08-20 10:13:19
req009530,2025-08-20 12:39:12
req003661,2025-08-20 11:01:45
req005561,2025-08-20 11:33:06
req001681,2025-08-20 10:28:55
req005385,2025-08-20 11:29:56
req009884,2025-08-20 12:45:12
req001556,2025-08-20 10:26:03
req008257,2025-08-20 12:18:25
req003334,2025-08-20 10:56:30
req000048,2025-08-20 10:01:42
req000816,2025-08-20 10:13:53
req001319,2025-08-20 10:22:07
req009224,2025-08-20 12:34:37
req003805,2025-08-20 11:04:18
req009244,2025-08-20 12:34:36
req008329,2025-08-20 12:19:13
req003075,2025-08-20 10:51:33
req008164,2025-08-20 12:16:30
req003057,2025-08-20 10:51:17
req003945,2025-08-20 11:05:51
req009911,2025-08-20 12:45:47
req005345,2025-08-20 11:29:58
req007048,2025-08-20 11:58:25
req000030,2025-08-20 10:01:00
req000130,2025-08-20 10:02:29
req006645,2025-08-20 11:50:54
req003251,2025-08-20 10:54:55
req001484,2025-08-20 10:25:41
req000219,2025-08-20 10:03:52
req003872,2025-08-20 11:05:29
req003602,2025-08-20 11:00:34
req001979,2025-08-20 10:33:19
req008561,2025-08-20 12:23:23
req000447,2025-08-20 10:08:16
req002791,2025-08-20 10:46:48
req003861,2025-08-20 11:04:36
req002829,2025-08-20 10:47:50
req008059,2025-08-20 12:14:51
req000451,2025-08-20 10:07:48
req001467,2025-08-20 10:24:38
req003771,2025-08-20 11:03:43
req005958,2025-08-20 11:40:01
req006258,2025-08-20 11:45:01
req005424,2025-08-20 11:30:44
req003926,2025-08-20 11:06:12
req005614,2025-08-20 11:34:16
req002227,2025-08-20 10:37:33
req000641,2025-08-20 10:10:51
req008584,2025-08-20 12:23:19
req006987,2025-08-20 11:56:46
req007236,2025-08-20 12:00:52
req000676,2025-08-20 10:12:06
req000109,2025-08-20 10:02:11
req002753,2025-08-20 10:45:59
req005354,2025-08-20 11:30:00
req005686,2025-08-20 11:34:57
req002828,2025-08-20 10:47:51
req008237,2025-08-20 12:17:32
req005584,2025-08-20 11:33:38
req006309,2025-08-20 11:45:47
req005904,2025-08-20 11:38:47
req007603,2025-08-20 12:07:14
req008308,2025-08-20 12:18:33
req001541,2025-08-20 10:26:11
req009452,2025-08-20 12:37:38
req006559,2025-08-20 11:50:10
req006784,2025-08-20 11:53:28
req009117,2025-08-20 12:32:51
req007760,2025-08-20 12:10:15
req004877,2025-08-20 11:21:27
req004826,2025-08-20 11:21:20
req009875,2025-08-20 12:45:11
req002257,2025-08-20 10:38:25
req003703,2025-08-20 11:02:32
req006655,2025-08-20 11:51:31
req009102,2025-08-20 12:32:21
req008483,2025-08-20 12:21:43
req000127,2025-08-20 10:02:16
req006293,2025-08-20 11:45:48
req008758,2025-08-20 12:26:22
req005497,2025-08-20 11:32:18
req004383,2025-08-20 11:13:40
req008017,2025-08-20 12:14:29
req009292,2025-08-20 12:35:43
req008882,2025-08-20 12:28:17
req005206,2025-08-20 11:27:01
req009582,2025-08-20 12:40:03
req004273,2025-08-20 11:12:04
req000681,2025-08-20 10:11:30
req000844,2025-08-20 10:14:20
req007062,2025-08-20 11:58:16
req006022,2025-08-20 11:40:50
req007785,2025-08-20 12:10:36
req002481,2025-08-20 10:41:48
req002494,2025-08-20 10:42:19
req000759,2025-08-20 10:12:53
req009611,2025-08-20 12:40:47
req002288,2025-08-20 10:38:32
req004173,2025-08-20 11:10:15
req003684,2025-08-20 11:01:51
req006313,2025-08-20 11:46:11
req000693,2025-08-20 10:12:25
req009216,2025-08-20 12:34:23
req004088,2025-08-20 11:09:03
req005651,2025-08-20 11:34:34
req001490,2025-08-20 10:25:40
req008009,2025-08-20 12:13:41
req008353,2025-08-20 12:19:47
req000469,2025-08-20 10:08:20
req001092,2025-08-20 10:19:09
req002943,2025-08-20 10:49:44
req002571,2025-08-20 10:42:59
req000039,2025-08-20 10:01:19
req000973,2025-08-20 10:16:57
req006516,2025-08-20 11:49:13
req004405,2025-08-20 11:13:38
req002003,2025-08-20 10:33:58
req008392,2025-08-20 12:20:32
req006327,2025-08-20 11:45:47
req009761,2025-08-20 12:43:37
req008055,2025-08-20 12:14:54
req002586,2025-08-20 10:43:45
req005684,2025-08-20 11:35:00
req008088,2025-08-20 12:15:11
req002033,2025-08-20 10:34:47
req008729,2025-08-20 12:26:10
req001839,2025-08-20 10:31:01
req008262,2025-08-20 12:18:07
req007466,2025-08-20 12:04:45
req002038,2025-08-20 10:34:07
req004548,2025-08-20 11:16:02
req003417,2025-08-20 10:57:10
req005431,2025-08-20 11:31:05
req005481,2025-08-20 11:31:42
req002609,2025-08-20 10:44:04
req003236,2025-08-20 10:54:40
req003311,2025-08-20 10:55:56
req002639,2025-08-20 10:44:49
req004500,2025-08-20 11:15:27
req002445,2025-08-20 10:41:34
req002259,2025-08-20 10:37:58
req002311,2025-08-20 10:39:03
req006271,2025-08-20 11:45:13
req000533,2025-08-20 10:09:21
req007480,2025-08-20 12:05:23
req007202,2025-08-20 12:00:30
req000276,2025-08-20 10:05:19
req006217,2025-08-20 11:44:25
req008294,2025-08-20 12:18:36
req008687,2025-08-20 12:25:00
req003061,2025-08-20 10:51:05
req001083,2025-08-20 10:18:33
req006038,2025-08-20 11:41:03
req009743,2025-08-20 12:42:54
req005583,2025-08-20 11:33:54
req001722,2025-08-20 10:29:20
req002416,2025-08-20 10:40:22
req004026,2025-08-20 11:07:47
req003871,2025-08-20 11:05:00
req004872,2025-08-20 11:21:59
req003263,2025-08-20 10:54:31
req006229,2025-08-20 11:44:40
req008514,2025-08-20 12:22:46
req003567,2025-08-20 10:59:40
req007574,2025-08-20 12:06:24
req006828,2025-08-20 11:54:21
req007298,2025-08-20 12:02:06
req004025,2025-08-20 11:07:50
req009624,2025-08-20 12:41:01
req009256,2025-08-20 12:35:06
req002030,2025-08-20 10:34:14
req009329,2025-08-20 12:36:01
req008142,2025-08-20 12:16:02
req007226,2025-08-20 12:01:05
req000774,2025-08-20 10:13:37
req001228,2025-08-20 10:21:22
req004368,2025-08-20 11:13:12
req001395,2025-08-20 10:23:52
req005413,2025-08-20 11:31:09
req002265,2025-08-20 10:38:04
req008513,2025-08-20 12:22:42
req002096,2025-08-20 10:35:43
req007022,2025-08-20 11:57:14
req001678,2025-08-20 10:28:45
req005856,2025-08-20 11:37:42
req003116,2025-08-20 10:52:22
req001385,2025-08-20 10:23:21
req002507,2025-08-20 10:42:28
req006618,2025-08-20 11:50:55
req002237,2025-08-20 10:37:50
req007645,2025-08-20 12:08:07
req002190,2025-08-20 10:36:59
req000730,2025-08-20 10:12:45
req000870,2025-08-20 10:14:53
req009276,2025-08-20 12:35:25
req003014,2025-08-20 10:50:55
req005268,2025-08-20 11:28:46
req009657,2025-08-20 12:41:09
req000697,2025-08-20 10:12:19
req001572,2025-08-20 10:27:06
req006754,2025-08-20 11:52:53
req000454,2025-08-20 10:08:22
req003923,2025-08-20 11:06:04
req006233,2025-08-20 11:44:00
req008717,2025-08-20 12:25:32
req009666,2025-08-20 12:41:35
req005491,2025-08-20 11:32:27
req004747,2025-08-20 11:19:20
req009991,2025-08-20 12:46:50
req000455,2025-08-20 10:07:39
req004698,2025-08-20 11:18:33
req000835,2025-08-20 10:14:50
req005398,2025-08-20 11:30:52
req006086,2025-08-20 11:41:51
req004846,2025-08-20 11:21:18
req009010,2025-08-20 12:30:32
req006863,2025-08-20 11:54:56
req003577,2025-08-20 11:00:08
req008943,2025-08-20 12:29:27
req006393,2025-08-20 11:46:54
req008341,2025-08-20 12:19:45
req009872,2025-08-20 12:44:59
req002606,2025-08-20 10:43:55
req008870,2025-08-20 12:28:29
req000120,2025-08-20 10:02:46
req002084,2025-08-20 10:35:03
req003123,2025-08-20 10:52:58
req009057,2025-08-20 12:31:32
req007968,2025-08-20 12:12:53
req001663,2025-08-20 10:27:55
req004478,2025-08-20 11:14:59
req002268,2025-08-20 10:38:40
req002346,2025-08-20 10:39:58
req000275,2025-08-20 10:05:24
req008696,2025-08-20 12:25:44
req006195,2025-08-20 11:43:37
req006818,2025-08-20 11:54:36
req000098,2025-08-20 10:02:19
req002517,2025-08-20 10:42:12
req009412,2025-08-20 12:37:08
req001682,2025-08-20 10:28:40
req008458,2025-08-20 12:21:49
req008770,2025-08-20 12:27:06
req005090,2025-08-20 11:25:03
req004064,2025-08-20 11:08:09
req003583,2025-08-20 10:59:56
req004953,2025-08-20 11:23:26
req003205,2025-08-20 10:54:03
req007344,2025-08-20 12:03:12
req008828,2025-08-20 12:27:27
req004853,2025-08-20 11:21:32
req001712,2025-08-20 10:28:46
req007169,2025-08-20 11:59:49
req003380,2025-08-20 10:56:48
req008442,2025-08-20 12:20:46
req009103,2025-08-20 12:31:58
req006597,2025-08-20 11:50:03
req009794,2025-08-20 12:44:08
req001431,2025-08-20 10:24:03
req005598,2025-08-20 11:33:40
req008160,2025-08-20 12:16:22
req005923,2025-08-20 11:39:36
req009376,2025-08-20 12:36:39
req001148,2025-08-20 10:19:22
req003942,2025-08-20 11:06:09
req008406,2025-08-20 12:20:31
req007724,2025-08-20 12:08:48
req004582,2025-08-20 11:17:18
req005099,2025-08-20 11:25:46
req007184,2025-08-20 12:00:30
req005968,2025-08-20 11:39:41
req000287,2025-08-20 10:05:01
req001985,2025-08-20 10:33:16
req004175,2025-08-20 11:09:55
req009704,2025-08-20 12:41:53
req000881,2025-08-20 10:14:51
req004098,2025-08-20 11:08:52
req001984,2025-08-20 10:33:44
req009396,2025-08-20 12:36:43
req004506,2025-08-20 11:15:16
req008883,2025-08-20 12:28:22
req005797,2025-08-20 11:37:05
req004659,2025-08-20 11:18:18
req006523,2025-08-20 11:49:21
req004969,2025-08-20 11:23:06
req003088,2025-08-20 10:52:07
req008473,2025-08-20 12:22:09
req004096,2025-08-20 11:08:28
req000400,2025-08-20 10:06:54
req005796,2025-08-20 11:36:40
req008994,2025-08-20 12:30:06
req006292,2025-08-20 11:45:20
req008384,2025-08-20 12:20:27
req006266,2025-08-20 11:44:44
req009675,2025-08-20 12:41:42
req001890,2025-08-20 10:31:41
req007409,2025-08-20 12:04:24
req001056,2025-08-20 10:18:08
req006476,2025-08-20 11:48:06
req000568,2025-08-20 10:10:17
req001894,2025-08-20 10:31:55
req009418,2025-08-20 12:37:04
req000059,2025-08-20 10:01:49
req003281,2025-08-20 10:55:08
req004069,2025-08-20 11:08:12
req006277,2025-08-20 11:45:11
req003064,2025-08-20 10:51:33
req002256,2025-08-20 10:38:17
req008114,2025-08-20 12:16:04
req004817,2025-08-20 11:21:06
req005488,2025-08-20 11:32:14
req005617,2025-08-20 11:33:48
req009758,2025-08-20 12:43:13
req009957,2025-08-20 12:46:08
req005874,2025-08-20 11:38:02
req002612,2025-08-20 10:43:51
req009085,2025-08-20 12:31:55
req007248,2025-08-20 12:01:30
req009972,2025-08-20 12:46:16
req007210,2025-08-20 12:00:18
req008650,2025-08-20 12:24:16
req002119,2025-08-20 10:36:07
req007111,2025-08-20 11:59:26
req009258,2025-08-20 12:34:38
req008900,2025-08-20 12:28:56
req001145,2025-08-20 10:19:27
req002342,2025-08-20 10:39:09
req009883,2025-08-20 12:44:59
req004710,2025-08-20 11:19:24
req006767,2025-08-20 11:53:40
req006147,2025-08-20 11:43:13
req000777,2025-08-20 10:13:55
req002135,2025-08-20 10:36:04
req005592,2025-08-20 11:33:56
req007892,2025-08-20 12:12:06
req000413,2025-08-20 10:07:31
req002893,2025-08-20 10:48:32
req007199,2025-08-20 12:00:26
req003994,2025-08-20 11:07:30
req007092,2025-08-20 11:58:45
req007805,2025-08-20 12:11:02
req005010,2025-08-20 11:23:50
req009699,2025-08-20 12:41:55
req002300,2025-08-20 10:39:01
req000134,2025-08-20 10:02:24
req008144,2025-08-20 12:15:56
req001807,2025-08-20 10:30:31
req001561,2025-08-20 10:26:34
req009324,2025-08-20 12:36:04
req005574,2025-08-20 11:33:34
req005814,2025-08-20 11:37:19
req003796,2025-08-20 11:04:06
req004701,2025-08-20 11:18:55
req007702,2025-08-20 12:08:29
req007166,2025-08-20 11:59:39
req005484,2025-08-20 11:31:57
req005343,2025-08-20 11:29:36
req009081,2025-08-20 12:32:05
req000482,2025-08-20 10:08:12
req009170,2025-08-20 12:33:08
req001912,2025-08-20 10:32:14
req003124,2025-08-20 10:52:17
req006102,2025-08-20 11:42:24
req000970,2025-08-20 10:16:40
req004618,2025-08-20 11:17:04
req003695,2025-08-20 11:02:13
req006326,2025-08-20 11:46:21
req000119,2025-08-20 10:02:20
req000668,2025-08-20 10:11:35
req008206,2025-08-20 12:17:02
req002847,2025-08-20 10:48:14
req002712,2025-08-20 10:45:32
req002327,2025-08-20 10:39:07
req002247,2025-08-20 10:37:41
req007676,2025-08-20 12:08:16
req004121,2025-08-20 11:09:36
req000220,2025-08-20 10:04:32
req000490,2025-08-20 10:08:32
req001443,2025-08-20 10:24:13
req006212,2025-08-20 11:43:54
req005085,2025-08-20 11:25:22
req001711,2025-08-20 10:29:03
req004440,2025-08-20 11:14:33
req004040,2025-08-20 11:08:05
req008645,2025-08-20 12:24:37
req006110,2025-08-20 11:42:31
req001063,2025-08-20 10:18:34
req008283,2025-08-20 12:18:14
req006159,2025-08-20 11:42:46
req007488,2025-08-20 12:05:19
req001751,2025-08-20 10:30:06
req008604,2025-08-20 12:23:38
req004619,2025-08-20 11:17:20
req001588,2025-08-20 10:26:52
req005537,2025-08-20 11:33:07
